State,Area_name,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
MO,Henry County,"1,876","6,578","4,646","2,395",12.1,42.5,30.0,15.5
MO,Hickory County,"1,105","3,175","2,299",732,15.1,43.4,31.4,10.0
MO,Holt County,301,"1,449",895,653,9.1,43.9,27.1,19.8
MO,Howard County,761,"2,530","1,674","1,606",11.6,38.5,25.5,24.4
MO,Howell County,"3,473","10,783","8,506","4,499",12.7,39.6,31.2,16.5
MO,Iron County,"1,411","3,104","2,032",803,19.2,42.2,27.6,10.9
MO,Jackson County,"45,492","133,015","145,567","144,748",9.7,28.4,31.0,30.9
MO,Jasper County,"10,108","26,762","23,227","17,854",13.0,34.3,29.8,22.9
MO,Jefferson County,"17,126","48,743","56,558","30,916",11.2,31.8,36.9,20.2
MO,Johnson County,"2,478","9,392","10,336","8,808",8.0,30.3,33.3,28.4
MO,Knox County,320,"1,233",701,422,12.0,46.1,26.2,15.8
MO,Laclede County,"3,964","9,453","7,182","3,546",16.4,39.2,29.7,14.7
MO,Lafayette County,"2,125","9,738","6,175","4,527",9.4,43.2,27.4,20.1
MO,Lawrence County,"4,277","9,441","7,879","3,902",16.8,37.0,30.9,15.3
MO,Lewis County,850,"2,995","1,771",912,13.0,45.9,27.1,14.0
MO,Lincoln County,"4,273","15,381","11,028","5,802",11.7,42.2,30.2,15.9
MO,Linn County,922,"3,845","2,302","1,287",11.0,46.0,27.5,15.4
MO,Livingston County,"1,501","4,140","2,989","2,067",14.0,38.7,27.9,19.3
MO,McDonald County,"3,530","6,106","3,632","1,779",23.5,40.6,24.1,11.8
MO,Macon County,"1,302","4,673","2,898","1,649",12.4,44.4,27.5,15.7
MO,Madison County,"1,528","2,950","2,789","1,297",17.8,34.4,32.6,15.1
MO,Maries County,862,"2,554","2,026",891,13.6,40.3,32.0,14.1
MO,Marion County,"2,225","7,348","5,664","4,023",11.6,38.2,29.4,20.9
MO,Mercer County,251,"1,153",612,442,10.2,46.9,24.9,18.0
MO,Miller County,"2,310","7,415","4,609","2,852",13.4,43.1,26.8,16.6
MO,Mississippi County,"2,480","3,848","2,188","1,204",25.5,39.6,22.5,12.4
MO,Moniteau County,"1,679","4,501","2,434","2,017",15.8,42.3,22.9,19.0
MO,Monroe County,644,"2,957","1,735",786,10.5,48.3,28.3,12.8
MO,Montgomery County,"1,294","3,656","2,098","1,121",15.8,44.8,25.7,13.7
MO,Morgan County,"2,945","5,701","3,753","1,831",20.7,40.1,26.4,12.9
MO,New Madrid County,"2,694","5,435","2,578","1,561",22.0,44.3,21.0,12.7
MO,Newton County,"5,201","13,464","12,748","7,708",13.3,34.4,32.6,19.7
MO,Nodaway County,938,"4,805","3,253","3,466",7.5,38.6,26.1,27.8
MO,Oregon County,"1,379","3,051","2,227",929,18.2,40.2,29.4,12.2
MO,Osage County,934,"4,051","2,504","1,747",10.1,43.9,27.1,18.9
MO,Ozark County,"1,177","3,079","1,802",842,17.1,44.6,26.1,12.2
MO,Pemiscot County,"2,536","4,563","2,624","1,337",22.9,41.3,23.7,12.1
MO,Perry County,"1,631","5,840","3,507","2,088",12.5,44.7,26.8,16.0
MO,Pettis County,"4,189","9,690","9,050","5,159",14.9,34.5,32.2,18.4
MO,Phelps County,"3,420","8,361","7,912","8,232",12.2,29.9,28.3,29.5
MO,Pike County,"2,048","5,771","2,916","2,065",16.0,45.1,22.8,16.1
MO,Platte County,"3,110","14,600","21,292","27,998",4.6,21.8,31.8,41.8
MO,Polk County,"2,522","7,499","6,072","4,111",12.5,37.1,30.1,20.3
MO,Pulaski County,"2,492","8,010","10,989","7,509",8.6,27.6,37.9,25.9
MO,Putnam County,358,"1,373",986,632,10.7,41.0,29.4,18.9
MO,Ralls County,832,"3,564","1,884",990,11.4,49.0,25.9,13.6
MO,Randolph County,"2,345","6,078","6,122","2,626",13.7,35.4,35.7,15.3
MO,Ray County,"2,035","7,256","4,303","2,189",12.9,46.0,27.3,13.9
MO,Reynolds County,991,"1,908","1,213",512,21.4,41.3,26.2,11.1
MO,Ripley County,"1,921","4,034","2,603","1,044",20.0,42.0,27.1,10.9
MO,St. Charles County,"13,874","66,271","83,702","99,685",5.3,25.1,31.8,37.8
MO,St. Clair County,"1,105","2,958","1,965",935,15.9,42.5,28.2,13.4
MO,Ste. Genevieve County,"1,430","5,054","3,908","2,239",11.3,40.0,30.9,17.7
MO,St. Francois County,"7,265","17,580","15,267","6,555",15.6,37.7,32.7,14.0
MO,St. Louis County,"46,247","146,184","199,438","297,633",6.7,21.2,28.9,43.2
MO,Saline County,"2,423","5,990","4,065","2,731",15.9,39.4,26.7,18.0
MO,Schuyler County,425,"1,386",801,342,14.4,46.9,27.1,11.6
MO,Scotland County,713,"1,213",813,374,22.9,39.0,26.1,12.0
MO,Scott County,"4,055","11,081","7,390","3,821",15.4,42.1,28.0,14.5
MO,Shannon County,"1,113","2,468","1,311",915,19.2,42.5,22.6,15.8
MO,Shelby County,413,"1,777","1,273",709,9.9,42.6,30.5,17.0
MO,Stoddard County,"3,974","8,277","5,618","2,727",19.3,40.2,27.3,13.2
MO,Stone County,"3,268","8,032","8,489","4,462",13.5,33.1,35.0,18.4
MO,Sullivan County,693,"2,203","1,031",545,15.5,49.3,23.1,12.2
MO,Taney County,"4,252","12,801","13,629","6,940",11.3,34.0,36.2,18.4
MO,Texas County,"3,048","7,304","5,377","2,590",16.6,39.9,29.4,14.1
MO,Vernon County,"1,583","5,782","4,008","2,438",11.5,41.9,29.0,17.7
MO,Warren County,"2,823","8,915","7,183","4,317",12.1,38.4,30.9,18.6
MO,Washington County,"4,026","6,679","4,930","1,615",23.3,38.7,28.6,9.4
MO,Wayne County,"2,384","3,613","2,654",988,24.7,37.5,27.5,10.3
MO,Webster County,"3,260","9,500","7,777","4,180",13.2,38.4,31.5,16.9
MO,Worth County,191,622,407,259,12.9,42.1,27.5,17.5
MO,Wright County,"2,380","5,490","3,135","1,410",19.2,44.2,25.3,11.4
MO,St. Louis city,"28,768","51,909","62,051","76,966",13.1,23.6,28.2,35.0
MT,Montana,"48,608","208,896","233,893","222,870",6.8,29.2,32.7,31.2
MT,Beaverhead County,289,"1,846","1,940","2,242",4.6,29.2,30.7,35.5
MT,Big Horn County,912,"2,758","2,699","1,337",11.8,35.8,35.0,17.4
MT,Blaine County,450,"1,069","1,703",899,10.9,25.9,41.3,21.8
MT,Broadwater County,240,"1,571","1,311","1,156",5.6,36.7,30.6,27.0
MT,Carbon County,471,"2,320","2,684","2,574",5.9,28.8,33.3,32.0
MT,Carter County,70,357,386,172,7.1,36.2,39.2,17.5
MT,Cascade County,"4,574","17,475","18,811","14,389",8.3,31.6,34.0,26.0
MT,Chouteau County,275,"1,276","1,306","1,074",7.0,32.5,33.2,27.3
MT,Custer County,612,"2,470","3,370","1,869",7.4,29.7,40.5,22.5
MT,Daniels County,63,508,469,291,4.7,38.2,35.2,21.9
MT,Dawson County,378,"2,394","2,318","1,356",5.9,37.1,36.0,21.0
MT,Deer Lodge County,707,"2,621","2,411","1,208",10.2,37.7,34.7,17.4
MT,Fallon County,93,693,817,336,4.8,35.7,42.1,17.3
MT,Fergus County,562,"2,472","2,853","2,395",6.8,29.8,34.4,28.9
MT,Flathead County,"4,211","20,728","23,631","20,694",6.1,29.9,34.1,29.9
MT,Gallatin County,"2,188","12,497","19,252","32,642",3.3,18.8,28.9,49.0
MT,Garfield County,35,314,279,127,4.6,41.6,37.0,16.8
MT,Glacier County,886,"3,334","2,274","1,523",11.1,41.6,28.4,19.0
MT,Golden Valley County,30,229,165,148,5.2,40.0,28.8,25.9
MT,Granite County,215,827,789,665,8.6,33.1,31.6,26.6
MT,Hill County,"1,067","3,041","3,621","2,510",10.4,29.7,35.4,24.5
MT,Jefferson County,441,"2,435","2,764","2,909",5.2,28.5,32.3,34.0
MT,Judith Basin County,71,504,501,432,4.7,33.4,33.2,28.6
MT,Lake County,"1,790","6,056","6,816","5,708",8.8,29.7,33.5,28.0
MT,Lewis and Clark County,"2,356","11,498","15,025","18,118",5.0,24.5,32.0,38.6
MT,Liberty County,422,402,587,280,25.0,23.8,34.7,16.6
MT,Lincoln County,"1,798","5,162","4,822","2,988",12.2,34.9,32.6,20.2
MT,McCone County,82,492,431,193,6.8,41.1,36.0,16.1
MT,Madison County,302,"2,185","2,118","1,868",4.7,33.8,32.7,28.9
MT,Meagher County,80,598,420,387,5.4,40.3,28.3,26.1
MT,Mineral County,343,"1,154","1,132",549,10.8,36.3,35.6,17.3
MT,Missoula County,"3,471","16,405","24,461","32,817",4.5,21.3,31.7,42.5
MT,Musselshell County,365,"1,481","1,147",492,10.5,42.5,32.9,14.1
MT,Park County,563,"3,884","3,869","3,994",4.6,31.6,31.4,32.4
MT,Petroleum County,4,137,99,98,1.2,40.5,29.3,29.0
MT,Phillips County,302,"1,019",941,583,10.6,35.8,33.1,20.5
MT,Pondera County,299,"1,379","1,372","1,004",7.4,34.0,33.8,24.8
MT,Powder River County,64,351,493,326,5.2,28.4,40.0,26.4
MT,Powell County,594,"1,957","1,616","1,105",11.3,37.1,30.7,21.0
MT,Prairie County,70,372,327,203,7.2,38.3,33.6,20.9
MT,Ravalli County,"2,796","9,381","10,391","8,372",9.0,30.3,33.6,27.1
MT,Richland County,586,"2,906","2,687","1,452",7.7,38.1,35.2,19.0
MT,Roosevelt County,856,"2,244","2,267","1,110",13.2,34.6,35.0,17.1
MT,Rosebud County,744,"1,855","2,139","1,041",12.9,32.1,37.0,18.0
MT,Sanders County,942,"3,757","2,592","1,505",10.7,42.7,29.5,17.1
MT,Sheridan County,195,750,"1,009",604,7.6,29.3,39.4,23.6
MT,Silver Bow County,"1,911","7,910","7,429","6,177",8.2,33.8,31.7,26.4
MT,Stillwater County,344,"2,414","2,281","1,704",5.1,35.8,33.8,25.3
MT,Sweet Grass County,131,993,872,684,4.9,37.1,32.5,25.5
MT,Teton County,326,"1,358","1,487","1,024",7.8,32.4,35.4,24.4
MT,Toole County,530,"1,396","1,128",518,14.8,39.1,31.6,14.5
MT,Treasure County,33,203,200,134,5.8,35.6,35.1,23.5
MT,Valley County,327,"1,989","1,890","1,108",6.2,37.4,35.6,20.9
MT,Wheatland County,289,504,353,283,20.2,35.3,24.7,19.8
MT,Wibaux County,102,328,209,168,12.6,40.6,25.9,20.8
MT,Yellowstone County,"6,751","32,637","34,929","33,325",6.3,30.3,32.4,31.0
MT,Yellowstone National Park,,,,,,,,
NE,Nebraska,"110,739","326,549","415,959","389,216",8.9,26.3,33.5,31.3
NE,Adams County,"2,051","5,718","7,564","5,081",10.0,28.0,37.1,24.9
NE,Antelope County,334,"1,458","1,782",844,7.6,33.0,40.3,19.1
NE,Arthur County,16,74,112,78,5.7,26.4,40.0,27.9
NE,Banner County,15,150,242,106,2.9,29.2,47.2,20.7
NE,Blaine County,13,112,147,80,3.7,31.8,41.8,22.7
NE,Boone County,214,"1,262","1,443",756,5.8,34.3,39.3,20.6
NE,Box Butte County,621,"2,523","3,001","1,363",8.3,33.6,40.0,18.2
NE,Boyd County,82,629,522,275,5.4,41.7,34.6,18.2
NE,Brown County,180,918,709,445,8.0,40.8,31.5,19.8
NE,Buffalo County,"2,090","7,469","10,039","10,437",7.0,24.9,33.4,34.7
NE,Burt County,444,"1,720","1,640",841,9.6,37.0,35.3,18.1
NE,Butler County,438,"2,100","1,926","1,108",7.9,37.7,34.6,19.9
NE,Cass County,896,"5,272","6,612","4,824",5.1,29.9,37.6,27.4
NE,Cedar County,428,"2,025","2,177","1,115",7.4,35.2,37.9,19.4
NE,Chase County,307,679,"1,148",560,11.4,25.2,42.6,20.8
NE,Cherry County,364,"1,360","1,558",883,8.7,32.7,37.4,21.2
NE,Cheyenne County,457,"1,927","2,640","1,783",6.7,28.3,38.8,26.2
NE,Clay County,396,"1,390","1,680",779,9.3,32.7,39.6,18.4
NE,Colfax County,"1,971","1,958","1,728",963,29.8,29.6,26.1,14.5
NE,Cuming County,771,"2,205","1,713","1,419",12.6,36.1,28.0,23.2
NE,Custer County,536,"2,386","3,025","1,570",7.1,31.7,40.2,20.9
NE,Dakota County,"3,156","4,524","3,183","1,555",25.4,36.4,25.6,12.5
NE,Dawes County,255,"1,286","1,849","1,987",4.7,23.9,34.4,37.0
NE,Dawson County,"3,384","4,906","4,631","2,397",22.1,32.0,30.2,15.6
NE,Deuel County,141,462,562,219,10.2,33.4,40.6,15.8
NE,Dixon County,444,"1,410","1,238",798,11.4,36.2,31.8,20.5
NE,Dodge County,"2,626","8,926","8,482","4,563",10.7,36.3,34.5,18.6
NE,Douglas County,"35,961","76,856","107,561","140,449",10.0,21.3,29.8,38.9
NE,Dundy County,241,297,536,259,18.1,22.3,40.2,19.4
NE,Fillmore County,331,"1,477","1,471",815,8.1,36.1,35.9,19.9
NE,Franklin County,164,796,909,372,7.3,35.5,40.6,16.6
NE,Frontier County,82,543,798,356,4.6,30.5,44.9,20.0
NE,Furnas County,388,"1,126","1,234",642,11.4,33.2,36.4,18.9
NE,Gage County,"1,571","5,384","5,249","3,096",10.3,35.2,34.3,20.2
NE,Garden County,97,447,528,356,6.8,31.3,37.0,24.9
NE,Garfield County,56,439,623,319,3.9,30.5,43.4,22.2
NE,Gosper County,65,532,519,400,4.3,35.1,34.2,26.4
NE,Grant County,16,183,170,124,3.2,37.1,34.5,25.2
NE,Greeley County,106,567,715,292,6.3,33.8,42.6,17.4
NE,Hall County,"6,026","12,202","12,887","8,235",15.3,31.0,32.7,20.9
NE,Hamilton County,334,"1,919","2,367","1,624",5.3,30.7,37.9,26.0
NE,Harlan County,243,711,967,522,9.9,29.1,39.6,21.4
NE,Hayes County,82,185,302,126,11.8,26.6,43.5,18.1
NE,Hitchcock County,148,764,746,380,7.3,37.5,36.6,18.6
NE,Holt County,518,"2,333","2,724","1,504",7.3,33.0,38.5,21.2
NE,Hooker County,33,177,179,122,6.5,34.6,35.0,23.9
NE,Howard County,319,"1,663","1,556",914,7.2,37.4,35.0,20.5
NE,Jefferson County,451,"2,056","1,854",789,8.8,39.9,36.0,15.3
NE,Johnson County,521,"1,588","1,052",602,13.8,42.2,28.0,16.0
NE,Kearney County,172,"1,523","1,748","1,010",3.9,34.2,39.3,22.7
NE,Keith County,531,"1,910","2,323","1,241",8.8,31.8,38.7,20.7
NE,Keya Paha County,26,196,203,126,4.7,35.6,36.8,22.9
NE,Kimball County,301,887,960,478,11.5,33.8,36.6,18.2
NE,Knox County,519,"1,954","2,128","1,273",8.8,33.3,36.2,21.7
NE,Lancaster County,"12,495","42,019","62,851","74,339",6.5,21.9,32.8,38.8
NE,Lincoln County,"1,642","7,268","9,973","5,364",6.8,30.0,41.1,22.1
NE,Logan County,43,164,263,115,7.4,28.0,45.0,19.7
NE,Loup County,10,163,181,107,2.2,35.4,39.3,23.2
NE,McPherson County,37,84,133,84,10.9,24.9,39.3,24.9
NE,Madison County,"2,260","7,034","8,494","5,147",9.9,30.7,37.0,22.4
NE,Merrick County,332,"1,814","2,396",954,6.0,33.0,43.6,17.4
NE,Morrill County,450,"1,108","1,198",611,13.4,32.9,35.6,18.1
NE,Nance County,213,915,880,496,8.5,36.5,35.1,19.8
NE,Nemaha County,320,"1,447","1,542","1,292",7.0,31.4,33.5,28.1
NE,Nuckolls County,235,"1,200","1,078",595,7.6,38.6,34.7,19.1
NE,Otoe County,924,"3,956","3,633","2,368",8.5,36.4,33.4,21.8
NE,Pawnee County,230,783,598,342,11.8,40.1,30.6,17.5
NE,Perkins County,220,521,789,533,10.7,25.3,38.2,25.8
NE,Phelps County,396,"1,994","2,235","1,617",6.3,31.9,35.8,25.9
NE,Pierce County,254,"1,673","1,852","1,082",5.2,34.4,38.1,22.3
NE,Platte County,"2,463","6,665","7,768","4,822",11.3,30.7,35.8,22.2
NE,Polk County,294,"1,207","1,387",771,8.0,33.0,37.9,21.1
NE,Red Willow County,580,"2,331","3,066","1,387",7.9,31.7,41.6,18.8
NE,Richardson County,396,"2,071","2,282","1,060",6.8,35.7,39.3,18.2
NE,Rock County,50,384,346,206,5.1,38.9,35.1,20.9
NE,Saline County,"1,382","3,097","3,053","1,255",15.7,35.2,34.7,14.3
NE,Sarpy County,"5,401","23,961","38,715","45,557",4.8,21.1,34.1,40.1
NE,Saunders County,"1,035","4,253","5,370","3,620",7.2,29.8,37.6,25.4
NE,Scotts Bluff County,"3,016","7,002","8,777","5,412",12.5,28.9,36.3,22.4
NE,Seward County,643,"2,916","4,119","3,165",5.9,26.9,38.0,29.2
NE,Sheridan County,354,"1,266","1,202",873,9.6,34.3,32.5,23.6
NE,Sherman County,157,865,804,405,7.0,38.8,36.0,18.2
NE,Sioux County,60,278,320,239,6.7,31.0,35.7,26.6
NE,Stanton County,286,"1,314","1,791",676,7.0,32.3,44.0,16.6
NE,Thayer County,267,"1,280","1,369",721,7.3,35.2,37.6,19.8
NE,Thomas County,35,137,183,112,7.5,29.3,39.2,24.0
NE,Thurston County,480,"1,272","1,470",646,12.4,32.9,38.0,16.7
NE,Valley County,225,"1,083",996,681,7.5,36.3,33.4,22.8
NE,Washington County,589,"4,267","4,761","4,175",4.3,30.9,34.5,30.3
NE,Wayne County,224,"1,359","1,916","1,841",4.2,25.4,35.9,34.5
NE,Webster County,194,868,862,562,7.8,34.9,34.7,22.6
NE,Wheeler County,31,220,280,111,4.8,34.3,43.6,17.3
NE,York County,584,"2,746","3,364","2,618",6.3,29.5,36.1,28.1
NV,Nevada,"274,163","563,229","678,710","485,348",13.7,28.1,33.9,24.2
NV,Churchill County,"1,492","5,327","6,767","2,880",9.1,32.4,41.1,17.5
NV,Clark County,"208,782","415,643","483,389","347,159",14.3,28.6,33.2,23.9
NV,Douglas County,"2,284","8,797","14,903","10,552",6.3,24.1,40.8,28.9
NV,Elko County,"4,906","9,833","12,408","6,055",14.8,29.6,37.4,18.2
NV,Esmeralda County,94,325,223,127,12.2,42.3,29.0,16.5
NV,Eureka County,90,516,563,155,6.8,39.0,42.5,11.7
NV,Humboldt County,"1,803","3,775","3,632","1,789",16.4,34.3,33.0,16.3
NV,Lander County,558,"1,428","1,280",427,15.1,38.7,34.7,11.6
NV,Lincoln County,540,"1,225","1,317",665,14.4,32.7,35.1,17.7
NV,Lyon County,"4,907","12,395","15,496","5,329",12.9,32.5,40.6,14.0
NV,Mineral County,432,"1,228","1,207",482,12.9,36.7,36.0,14.4
NV,Nye County,"4,816","12,475","12,639","3,890",14.2,36.9,37.4,11.5
NV,Pershing County,945,"1,740","1,712",762,18.3,33.7,33.2,14.8
NV,Storey County,162,942,"1,136",902,5.2,30.0,36.2,28.7
NV,Washoe County,"36,417","74,194","105,108","94,467",11.7,23.9,33.9,30.5
NV,White Pine County,996,"2,681","2,336","1,053",14.1,37.9,33.1,14.9
NV,Carson City,"4,939","10,705","14,594","8,654",12.7,27.5,37.5,22.3
NH,New Hampshire,"67,607","263,005","274,078","347,425",7.1,27.6,28.8,36.5
NH,Belknap County,"3,336","12,773","14,160","14,527",7.4,28.5,31.6,32.4
NH,Carroll County,"2,286","11,072","11,220","12,435",6.2,29.9,30.3,33.6
NH,Cheshire County,"3,713","16,625","15,407","17,288",7.0,31.3,29.1,32.6
NH,Coos County,"2,779","9,801","7,447","4,415",11.4,40.1,30.5,18.1
NH,Grafton County,"4,538","16,968","15,927","25,442",7.2,27.0,25.3,40.5
NH,Hillsborough County,"23,576","75,884","81,270","107,563",8.2,26.3,28.2,37.3
NH,Merrimack County,"6,698","29,457","32,092","37,668",6.3,27.8,30.3,35.6
NH,Rockingham County,"11,565","55,297","63,927","89,911",5.2,25.1,29.0,40.7
NH,Strafford County,"6,270","23,287","24,040","29,644",7.5,28.0,28.9,35.6
NH,Sullivan County,"2,846","11,841","8,588","8,532",8.9,37.2,27.0,26.8
NJ,New Jersey,"641,113","1,683,568","1,420,805","2,384,056",10.5,27.5,23.2,38.9
NJ,Atlantic County,"24,304","59,511","50,832","50,736",13.1,32.1,27.4,27.4
NJ,Bergen County,"50,921","153,824","133,974","316,107",7.8,23.5,20.5,48.3
NJ,Burlington County,"20,101","88,538","87,027","117,276",6.4,28.3,27.8,37.5
NJ,Camden County,"40,216","104,485","92,295","110,463",11.6,30.1,26.6,31.8
NJ,Cape May County,"6,156","22,758","18,982","21,980",8.8,32.6,27.2,31.5
NJ,Cumberland County,"22,944","40,015","25,708","15,244",22.1,38.5,24.7,14.7
NJ,Essex County,"75,835","149,777","121,387","185,092",14.3,28.1,22.8,34.8
NJ,Gloucester County,"14,261","65,856","55,882","63,633",7.1,33.0,28.0,31.9
NJ,Hudson County,"75,223","122,015","83,820","194,212",15.8,25.7,17.6,40.9
NJ,Hunterdon County,"4,335","18,755","19,362","45,980",4.9,21.2,21.9,52.0
NJ,Mercer County,"29,717","60,605","53,403","103,968",12.0,24.5,21.6,42.0
NJ,Middlesex County,"57,848","146,032","121,282","242,021",10.2,25.7,21.4,42.7
NJ,Monmouth County,"29,723","104,602","105,350","195,373",6.8,24.0,24.2,44.9
NJ,Morris County,"19,588","69,634","70,935","184,984",5.7,20.2,20.6,53.6
NJ,Ocean County,"33,410","138,021","117,036","118,698",8.2,33.9,28.7,29.2
NJ,Passaic County,"55,296","113,580","70,711","93,486",16.6,34.1,21.2,28.1
NJ,Salem County,"5,464","16,680","12,839","9,271",12.3,37.7,29.0,20.9
NJ,Somerset County,"12,158","45,738","46,127","124,687",5.3,20.0,20.2,54.5
NJ,Sussex County,"5,291","31,645","28,717","35,257",5.2,31.4,28.5,34.9
NJ,Union County,"51,661","107,744","84,165","131,578",13.8,28.7,22.4,35.1
NJ,Warren County,"6,661","23,753","20,971","24,010",8.8,31.5,27.8,31.8
NM,New Mexico,"205,558","368,487","442,039","378,196",14.7,26.4,31.7,27.1
NM,Bernalillo County,"51,916","107,599","146,410","157,155",11.2,23.2,31.6,33.9
NM,Catron County,180,"1,269",852,656,6.1,42.9,28.8,22.2
NM,Chaves County,"9,090","11,515","13,432","7,350",22.0,27.8,32.5,17.8
NM,Cibola County,"3,154","5,763","6,786","2,433",17.4,31.8,37.4,13.4
NM,Colfax County,984,"2,986","3,276","1,870",10.8,32.8,35.9,20.5
NM,Curry County,"5,220","8,412","10,943","6,049",17.0,27.5,35.7,19.8
NM,De Baca County,182,526,487,130,13.7,39.7,36.8,9.8
NM,Dona Ana County,"26,731","29,324","37,946","35,624",20.6,22.6,29.3,27.5
NM,Eddy County,"5,740","13,656","11,718","5,904",15.5,36.9,31.7,15.9
NM,Grant County,"2,578","5,107","6,860","5,461",12.9,25.5,34.3,27.3
NM,Guadalupe County,677,"1,412",881,391,20.1,42.0,26.2,11.6
NM,Harding County,46,126,118,93,12.0,32.9,30.8,24.3
NM,Hidalgo County,640,"1,035",961,435,20.8,33.7,31.3,14.2
NM,Lea County,"11,365","13,575","11,537","5,470",27.1,32.4,27.5,13.0
NM,Lincoln County,"1,240","4,258","4,848","4,290",8.5,29.1,33.1,29.3
NM,Los Alamos County,283,"1,289","2,803","8,676",2.2,9.9,21.5,66.5
NM,Luna County,"4,885","4,983","3,770","1,895",31.4,32.1,24.3,12.2
NM,McKinley County,"10,825","14,797","13,210","5,088",24.6,33.7,30.1,11.6
NM,Mora County,274,"1,146","1,493",366,8.4,34.9,45.5,11.2
NM,Otero County,"7,095","11,741","16,087","8,179",16.5,27.2,37.3,19.0
NM,Quay County,"1,018","2,365","1,611",940,17.2,39.9,27.1,15.8
NM,Rio Arriba County,"3,669","8,328","9,727","4,923",13.8,31.3,36.5,18.5
NM,Roosevelt County,"2,085","3,236","2,841","2,735",19.1,29.7,26.1,25.1
NM,Sandoval County,"9,921","23,979","33,288","28,771",10.3,25.0,34.7,30.0
NM,San Juan County,"12,887","25,023","31,215","12,385",15.8,30.7,38.3,15.2
NM,San Miguel County,"3,658","5,121","6,274","4,418",18.8,26.3,32.2,22.7
NM,Santa Fe County,"12,151","25,183","27,521","44,908",11.1,22.9,25.1,40.9
NM,Sierra County,"1,322","2,462","3,100","1,771",15.3,28.4,35.8,20.5
NM,Socorro County,"2,291","3,981","2,352","2,323",20.9,36.4,21.5,21.2
NM,Taos County,"2,610","6,295","8,333","6,714",10.9,26.3,34.8,28.0
NM,Torrance County,"1,540","3,982","3,653","1,694",14.2,36.6,33.6,15.6
NM,Union County,616,"1,295",774,389,20.0,42.1,25.2,12.7
NM,Valencia County,"8,685","16,718","16,932","8,710",17.0,32.8,33.2,17.1
NY,New York,"1,839,849","3,556,251","3,322,104","4,888,138",13.5,26.1,24.4,35.9
NY,Albany County,"15,030","49,310","55,746","84,423",7.3,24.1,27.3,41.3
NY,Allegany County,"3,023","11,052","9,978","6,102",10.0,36.7,33.1,20.2
NY,Bronx County,"258,956","255,427","226,620","183,134",28.0,27.6,24.5,19.8
NY,Broome County,"12,313","40,079","40,084","36,474",9.5,31.1,31.1,28.3
NY,Cattaraugus County,"6,110","20,869","15,915","10,136",11.5,39.4,30.0,19.1
NY,Cayuga County,"6,812","18,306","18,015","12,393",12.3,33.0,32.4,22.3
NY,Chautauqua County,"9,985","32,222","28,129","19,522",11.1,35.9,31.3,21.7
NY,Chemung County,"5,789","21,581","18,254","14,297",9.7,36.0,30.5,23.9
NY,Chenango County,"4,076","13,439","10,628","6,315",11.8,39.0,30.8,18.3
NY,Clinton County,"6,658","20,505","15,203","12,588",12.1,37.3,27.7,22.9
NY,Columbia County,"4,392","13,918","13,036","14,260",9.6,30.5,28.6,31.3
NY,Cortland County,"2,800","9,850","9,406","8,106",9.3,32.7,31.2,26.9
NY,Delaware County,"3,875","12,386","9,409","7,218",11.8,37.7,28.6,21.9
NY,Dutchess County,"19,326","53,655","59,529","71,955",9.5,26.2,29.1,35.2
NY,Erie County,"55,426","178,600","193,051","216,636",8.6,27.7,30.0,33.7
NY,Essex County,"2,546","9,451","8,814","7,920",8.9,32.9,30.7,27.6
NY,Franklin County,"4,702","13,421","10,631","6,934",13.2,37.6,29.8,19.4
NY,Fulton County,"4,872","13,795","13,080","6,853",12.6,35.7,33.9,17.8
NY,Genesee County,"3,277","15,105","13,992","8,891",7.9,36.6,33.9,21.5
NY,Greene County,"4,523","13,526","9,555","7,823",12.8,38.2,27.0,22.1
NY,Hamilton County,617,"1,007","1,231",681,17.4,28.5,34.8,19.3
NY,Herkimer County,"4,407","16,236","14,013","9,188",10.1,37.0,32.0,21.0
NY,Jefferson County,"6,457","24,590","25,207","16,115",8.9,34.0,34.8,22.3
NY,Kings County,"326,469","455,299","347,052","648,461",18.4,25.6,19.5,36.5
NY,Lewis County,"1,869","8,469","5,039","2,996",10.2,46.1,27.4,16.3
NY,Livingston County,"4,403","14,037","13,414","10,833",10.3,32.9,31.4,25.4
NY,Madison County,"4,215","16,311","14,469","12,911",8.8,34.0,30.2,27.0
NY,Monroe County,"49,470","122,362","146,393","192,281",9.7,24.0,28.7,37.7
NY,Montgomery County,"4,852","12,028","11,357","5,976",14.2,35.2,33.2,17.5
NY,Nassau County,"82,341","216,539","216,643","425,087",8.8,23.0,23.0,45.2
NY,New York County,"162,237","155,048","171,461","758,325",13.0,12.4,13.7,60.8
NY,Niagara County,"13,257","51,509","50,042","35,799",8.8,34.2,33.2,23.8
NY,Oneida County,"18,190","52,346","49,428","39,315",11.4,32.9,31.0,24.7
NY,Onondaga County,"29,342","79,760","94,637","111,919",9.3,25.3,30.0,35.5
NY,Ontario County,"5,046","20,535","24,679","26,474",6.6,26.8,32.2,34.5
NY,Orange County,"24,774","71,452","72,901","71,791",10.3,29.7,30.3,29.8
