i_state_x,area_name,less_than_a_high_school_diploma_2014_18,high_school_diploma_only_2014_18,some_college_or_associate_s_degree_2014_18,bachelor_s_degree_or_higher_2014_18,percent_of_adults_with_less_than_a_high_school_diploma_2014_18,percent_of_adults_with_a_high_school_diploma_only_2014_18,percent_of_adults_completing_some_college_or_associate_s_degree_2014_18,percent_of_adults_with_a_bachelor_s_degree_or_higher_2014_18,i_state_y,povall_2018,ci90lb_all_2018,ci90uball_2018,pctpovall_2018,ci90lballp_2018,ci90uballp_2018,pov017_2018,ci90lb017_2018,ci90ub017_2018,pctpov017_2018,ci90lb017p_2018,ci90ub017p_2018,pov517_2018,ci90lb517_2018,ci90ub517_2018,pctpov517_2018,ci90lb517p_2018,ci90ub517p_2018,medhhinc_2018,ci90lbinc_2018,ci90ubinc_2018,i_state,civilian_labor_force_2018,employed_2018,unemployed_2018,unemployment_rate_2018,median_household_income_2018,med_hh_income_percent_of_state_total_2018
AK,Hoonah-Angoon Census Area,143,598,546,393,8.5,35.6,32.5,23.4,AK,370,281,459,17.2,13,21.4,109,75,143,27.6,19.1,36.1,76,49,103,25.9,16.8,35,"51,188","46,343","56,033",AK,"1,146","1,004",142,12.4,"51,188",68.3
AK,Kenai Peninsula Borough,"2,902","12,989","15,008","9,378",7.2,32.2,37.3,23.3,AK,"7,103","6,050","8,156",12.4,10.6,14.2,"1,890","1,416","2,364",14.5,10.9,18.1,"1,276",911,"1,641",13.5,9.6,17.4,"65,439","62,030","68,848",AK,"26,372","24,384","1,988",7.5,"65,439",87.4
AK,Ketchikan Gateway Borough,701,"2,865","3,671","2,343",7.3,29.9,38.3,24.5,AK,"1,244",963,"1,525",9.1,7.1,11.1,375,265,485,12.5,8.8,16.2,240,157,323,11,7.2,14.8,"68,309","63,305","73,313",AK,"6,971","6,556",415,6,"68,309",91.2
AK,Kodiak Island Borough,889,"2,747","2,863","2,285",10.1,31.3,32.6,26,AK,"1,073",851,"1,295",8.2,6.5,9.9,331,238,424,9.9,7.1,12.7,202,132,272,8.8,5.7,11.9,"74,109","66,543","81,675",AK,"6,099","5,744",355,5.8,"74,109",98.9
AK,Kusilvak Census Area,880,"2,117",760,190,22.3,53.6,19.3,4.8,AK,"2,905","2,444","3,366",35.1,29.5,40.7,"1,600","1,236","1,964",47.4,36.6,58.2,"1,033",746,"1,320",45.1,32.5,57.7,"32,728","30,532","34,924",AK,"2,685","2,160",525,19.6,"32,728",43.7
AK,Lake and Peninsula Borough,123,356,237,134,14.5,41.9,27.9,15.8,AK,288,218,358,18.2,13.8,22.6,106,76,136,23.7,17,30.4,72,49,95,25.2,17.1,33.3,"49,403","44,030","54,776",AK,741,660,81,10.9,"49,403",65.9
AK,Matanuska-Susitna Borough,"5,068","21,381","25,899","14,073",7.6,32.2,39,21.2,AK,"10,937","9,389","12,485",10.4,8.9,11.9,"3,348","2,584","4,112",11.8,9.1,14.5,"2,142","1,571","2,713",10.4,7.6,13.2,"74,649","69,719","79,579",AK,"47,728","44,184","3,544",7.4,"74,649",99.6
AK,Nome Census Area,872,"2,347","1,457",799,15.9,42.9,26.6,14.6,AK,"2,168","1,803","2,533",22,18.3,25.7,920,680,"1,160",26.9,19.9,33.9,617,437,797,25.6,18.1,33.1,"55,318","50,553","60,083",AK,"4,082","3,622",460,11.3,"55,318",73.8
AK,North Slope Borough,666,"2,797","1,968","1,079",10.2,43,30.2,16.6,AK,"1,094",811,"1,377",11.1,8.2,14,393,279,507,15.2,10.8,19.6,260,180,340,14.5,10,19,"89,276","82,607","95,945",AK,"3,387","3,157",230,6.8,"89,276",119.2
AK,Northwest Arctic Borough,759,"1,982",956,489,18.1,47.3,22.8,11.7,AK,"1,604","1,230","1,978",21.1,16.2,26,742,520,964,27.7,19.4,36,481,316,646,25.3,16.6,34,"59,337","54,104","64,570",AK,"2,916","2,518",398,13.6,"59,337",79.2
AK,Prince of Wales-Hyder Census Area,440,"1,668","1,577",787,9.8,37.3,35.3,17.6,AK,"1,057",836,"1,278",16.5,13.1,19.9,340,252,428,23.4,17.3,29.5,223,158,288,21.2,15,27.4,"49,356","44,503","54,209",AK,"2,872","2,567",305,10.6,"49,356",65.9
AK,Skagway Municipality,51,189,296,273,6.3,23.4,36.6,33.7,AK,49,37,61,4.3,3.3,5.3,16,11,21,8.9,6.2,11.6,11,7,15,9.2,6,12.4,"74,635","68,393","80,877",AK,830,752,78,9.4,"74,635",99.6
AK,Southeast Fairbanks Census Area,436,"1,451","1,717",851,9.8,32.6,38.5,19.1,AK,918,713,"1,123",13.4,10.4,16.4,306,217,395,17.7,12.6,22.8,211,143,279,17.2,11.6,22.8,"63,527","56,945","70,109",AK,"2,925","2,647",278,9.5,"63,527",84.8
AK,Valdez-Cordova Census Area,259,"2,111","2,114","1,981",4,32.7,32.7,30.6,AK,880,670,"1,090",9.7,7.4,12,256,182,330,12.1,8.6,15.6,175,118,232,11.7,7.9,15.5,"68,528","61,226","75,830",AK,"4,828","4,478",350,7.2,"68,528",91.5
AK,Yukon-Koyukuk Census Area,496,"1,394","1,108",463,14.3,40.3,32,13.4,AK,"1,259","1,033","1,485",23.7,19.4,28,452,332,572,31.4,23,39.8,300,209,391,28.2,19.6,36.8,"38,912","34,878","42,946",AK,"2,536","2,165",371,14.6,"38,912",51.9
AZ,Arizona,"613,002","1,112,551","1,570,308","1,338,071",13.2,24,33.9,28.9,AZ,"990,291","970,614","1,009,968",14.1,13.8,14.4,"328,780","317,583","339,977",20.4,19.7,21.1,"227,586","217,990","237,182",19.2,18.4,20,"59,079","58,366","59,792",AZ,"3,422,583","3,260,518","162,065",4.7,"59,079",100
AZ,Apache County,"9,085","14,708","15,444","5,189",20.4,33.1,34.8,11.7,AZ,"26,435","24,497","28,373",37.3,34.6,40,"9,129","8,210","10,048",47.3,42.5,52.1,"6,495","5,777","7,213",44.7,39.8,49.6,"33,652","30,480","36,824",AZ,"20,491","18,485","2,006",9.8,"33,652",57
AZ,Cochise County,"11,215","20,560","35,576","20,116",12.8,23.5,40.7,23,AZ,"18,273","14,986","21,560",15.1,12.4,17.8,"6,129","4,567","7,691",22.8,17,28.6,"4,527","3,261","5,793",23.2,16.7,29.7,"49,164","46,171","52,157",AZ,"49,482","46,751","2,731",5.5,"49,164",83.2
AZ,Coconino County,"8,515","17,604","26,746","29,254",10.4,21.4,32.6,35.6,AZ,"20,964","18,175","23,753",15.9,13.8,18,"5,037","3,834","6,240",17.3,13.2,21.4,"3,743","2,796","4,690",17.7,13.2,22.2,"60,187","57,153","63,221",AZ,"76,133","72,001","4,132",5.4,"60,187",101.9
AZ,Gila County,"5,718","11,144","14,867","7,226",14.7,28.6,38.2,18.5,AZ,"10,804","9,102","12,506",20.4,17.2,23.6,"3,558","2,918","4,198",33.6,27.5,39.7,"2,483","1,975","2,991",32.9,26.2,39.6,"43,585","39,568","47,602",AZ,"21,357","20,133","1,224",5.7,"43,585",73.8
AZ,Graham County,"3,379","7,028","9,526","3,598",14.4,29.9,40.5,15.3,AZ,"7,118","5,618","8,618",20.2,15.9,24.5,"2,463","1,897","3,029",24.4,18.8,30,"1,715","1,277","2,153",23.2,17.3,29.1,"50,157","46,241","54,073",AZ,"14,813","14,071",742,5,"50,157",84.9
AZ,Greenlee County,658,"2,155","2,433",709,11,36.2,40.9,11.9,AZ,985,774,"1,196",10.5,8.3,12.7,296,218,374,11.7,8.6,14.8,203,145,261,11.4,8.2,14.6,"65,818","61,309","70,327",AZ,"4,263","4,089",174,4.1,"65,818",111.4
AZ,La Paz County,"3,606","5,248","5,084","1,972",22.7,33,32,12.4,AZ,"4,921","3,967","5,875",23.7,19.1,28.3,"1,104",811,"1,397",31.8,23.3,40.3,792,569,"1,015",32.2,23.1,41.3,"37,350","33,870","40,830",AZ,"8,896","8,351",545,6.1,"37,350",63.2
AZ,Maricopa County,"354,513","634,810","923,098","899,070",12.6,22.6,32.8,32,AZ,"535,183","516,969","553,397",12.3,11.9,12.7,"188,910","179,576","198,244",18.2,17.3,19.1,"128,666","121,546","135,786",17,16.1,17.9,"65,234","64,449","66,019",AZ,"2,217,163","2,127,021","90,142",4.1,"65,234",110.4
AZ,Mohave County,"22,957","54,288","58,539","20,104",14.7,34.8,37.6,12.9,AZ,"34,411","29,470","39,352",16.8,14.4,19.2,"9,385","7,321","11,449",26.9,21,32.8,"6,604","5,025","8,183",25.7,19.6,31.8,"45,129","42,534","47,724",AZ,"84,938","80,173","4,765",5.6,"45,129",76.4
AZ,Navajo County,"11,963","20,957","25,708","11,025",17.2,30.1,36.9,15.8,AZ,"30,876","27,949","33,803",28.5,25.8,31.2,"11,680","10,229","13,131",40.2,35.2,45.2,"8,735","7,693","9,777",40.7,35.8,45.6,"40,650","37,395","43,905",AZ,"40,224","37,173","3,051",7.6,"40,650",68.8
AZ,Pima County,"79,230","152,408","230,498","216,291",11.7,22.5,34,31.9,AZ,"164,927","155,454","174,400",16.2,15.3,17.1,"47,203","42,176","52,230",22.2,19.8,24.6,"33,173","29,260","37,086",21.4,18.9,23.9,"53,395","51,984","54,806",AZ,"484,209","463,057","21,152",4.4,"53,395",90.4
AZ,Pinal County,"41,961","85,546","105,949","54,794",14.6,29.7,36.8,19,AZ,"54,399","46,963","61,835",12.9,11.1,14.7,"17,340","14,156","20,524",17.5,14.3,20.7,"12,331","10,017","14,645",16.7,13.6,19.8,"58,848","56,944","60,752",AZ,"179,801","170,951","8,850",4.9,"58,848",99.6
AZ,Santa Cruz County,"7,127","7,957","8,006","6,138",24.4,27.2,27.4,21,AZ,"11,287","9,715","12,859",24.4,21,27.8,"4,440","3,541","5,339",36,28.7,43.3,"3,153","2,406","3,900",34.5,26.3,42.7,"40,545","36,677","44,413",AZ,"19,252","17,505","1,747",9.1,"40,545",68.6
AZ,Yavapai County,"16,623","44,214","67,706","43,270",9.7,25.7,39.4,25.2,AZ,"30,060","25,935","34,185",13.2,11.4,15,"7,101","5,445","8,757",19.2,14.7,23.7,"4,889","3,689","6,089",17.9,13.5,22.3,"48,758","46,087","51,429",AZ,"104,598","100,023","4,575",4.4,"48,758",82.5
AZ,Yuma County,"36,452","33,924","41,128","19,315",27.9,25.9,31.4,14.8,AZ,"39,648","34,437","44,859",19.5,16.9,22.1,"15,003","12,516","17,490",28.3,23.6,33,"10,077","8,004","12,150",26.6,21.1,32.1,"44,116","41,173","47,059",AZ,"96,960","80,735","16,225",16.7,"44,116",74.7
AR,Arkansas,"276,029","681,223","590,434","451,621",13.8,34.1,29.5,22.6,AR,"492,306","478,253","506,359",16.8,16.3,17.3,"164,056","157,120","170,992",23.8,22.8,24.8,"110,333","104,406","116,260",22.1,20.9,23.3,"47,094","46,401","47,787",AR,"1,353,305","1,303,995","49,310",3.6,"47,094",100
AR,Arkansas County,"2,121","4,774","3,646","1,937",17,38.3,29.2,15.5,AR,"3,120","2,459","3,781",17.9,14.1,21.7,972,688,"1,256",24.4,17.3,31.5,665,451,879,23.6,16,31.2,"43,887","39,457","48,317",AR,"9,079","8,779",300,3.3,"43,887",93.2
AR,Ashley County,"2,465","5,563","4,066","1,838",17.7,39.9,29.2,13.2,AR,"3,876","3,091","4,661",19.6,15.6,23.6,"1,298",958,"1,638",28.8,21.2,36.4,936,666,"1,206",28.7,20.4,37,"41,127","37,480","44,774",AR,"7,836","7,425",411,5.2,"41,127",87.3
AR,Baxter County,"3,747","11,090","11,007","5,802",11.8,35,34.8,18.3,AR,"6,216","5,162","7,270",15.1,12.5,17.7,"1,662","1,244","2,080",23,17.2,28.8,"1,153",819,"1,487",21.7,15.4,28,"39,686","37,327","42,045",AR,"16,398","15,729",669,4.1,"39,686",84.3
AR,Benton County,"20,120","49,182","44,756","54,780",11.9,29.1,26.5,32.4,AR,"23,290","19,726","26,854",8.6,7.3,9.9,"8,567","6,867","10,267",12.1,9.7,14.5,"5,673","4,355","6,991",11,8.4,13.6,"68,978","64,755","73,201",AR,"134,760","130,888","3,872",2.9,"68,978",146.5
AR,Boone County,"3,375","8,779","9,652","4,145",13,33.8,37.2,16,AR,"5,472","4,380","6,564",14.8,11.8,17.8,"1,815","1,324","2,306",21.5,15.7,27.3,"1,207",816,"1,598",20,13.5,26.5,"44,482","40,238","48,726",AR,"15,912","15,361",551,3.5,"44,482",94.5
AR,Bradley County,"1,352","3,120","1,880","1,142",18,41.6,25.1,15.2,AR,"2,329","1,776","2,882",21.7,16.5,26.9,770,541,999,29.8,21,38.6,540,360,720,28,18.6,37.4,"37,729","34,162","41,296",AR,"4,486","4,293",193,4.3,"37,729",80.1
AR,Carroll County,"2,788","6,788","6,055","4,015",14.2,34.6,30.8,20.4,AR,"4,499","3,586","5,412",16.1,12.8,19.4,"1,476","1,086","1,866",24.8,18.2,31.4,"1,046",740,"1,352",24.3,17.2,31.4,"45,023","41,725","48,321",AR,"12,619","12,217",402,3.2,"45,023",95.6
AR,Chicot County,"1,451","2,954","2,012","1,110",19.3,39.2,26.7,14.7,AR,"3,039","2,406","3,672",31.4,24.9,37.9,"1,013",750,"1,276",44.1,32.6,55.6,695,487,903,40.9,28.6,53.2,"31,787","28,649","34,925",AR,"3,359","3,134",225,6.7,"31,787",67.5
AR,Clark County,"1,422","4,021","4,090","3,642",10.8,30.5,31,27.6,AR,"3,838","2,968","4,708",19.9,15.4,24.4,"1,083",808,"1,358",26.4,19.7,33.1,743,519,967,25.1,17.5,32.7,"45,408","41,702","49,114",AR,"9,700","9,346",354,3.6,"45,408",96.4
AR,Cleveland County,649,"2,689","1,438",920,11.4,47.2,25.2,16.2,AR,"1,232",957,"1,507",15.5,12,19,365,265,465,21,15.3,26.7,244,167,321,18.4,12.6,24.2,"47,600","42,562","52,638",AR,"3,268","3,144",124,3.8,"47,600",101.1
AR,Columbia County,"2,210","5,880","3,602","3,028",15,39.9,24.5,20.6,AR,"4,799","3,789","5,809",22.4,17.7,27.1,"1,308",953,"1,663",27.6,20.1,35.1,918,649,"1,187",27.2,19.2,35.2,"40,909","36,464","45,354",AR,"9,025","8,603",422,4.7,"40,909",86.9
AR,Conway County,"2,059","6,333","3,871","2,329",14.1,43.4,26.5,16,AR,"3,693","2,954","4,432",17.9,14.3,21.5,"1,214",888,"1,540",26.5,19.4,33.6,809,555,"1,063",24.1,16.5,31.7,"44,565","40,254","48,876",AR,"8,174","7,821",353,4.3,"44,565",94.6
AR,Craighead County,"7,370","23,120","19,413","17,809",10.9,34.1,28.7,26.3,AR,"18,768","16,377","21,159",17.9,15.6,20.2,"6,626","5,418","7,834",24.9,20.4,29.4,"4,309","3,360","5,258",22.7,17.7,27.7,"45,615","43,054","48,176",AR,"54,562","52,919","1,643",3,"45,615",96.9
AR,Crawford County,"6,227","15,708","13,588","6,432",14.8,37.4,32.4,15.3,AR,"10,027","8,321","11,733",16,13.3,18.7,"3,472","2,657","4,287",22.8,17.4,28.2,"2,248","1,588","2,908",19.9,14.1,25.7,"47,363","44,660","50,066",AR,"27,004","26,054",950,3.5,"47,363",100.6
AR,Crittenden County,"5,461","10,890","9,132","5,607",17.6,35,29.4,18,AR,"9,056","7,015","11,097",19.2,14.9,23.5,"3,745","2,629","4,861",29,20.4,37.6,"2,628","1,707","3,549",28.4,18.5,38.3,"42,606","39,111","46,101",AR,"21,204","20,294",910,4.3,"42,606",90.5
AR,Cross County,"1,974","4,768","2,964","1,771",17.2,41.5,25.8,15.4,AR,"2,940","2,248","3,632",18,13.8,22.2,"1,054",736,"1,372",27.6,19.3,35.9,728,473,983,26.1,17,35.2,"41,214","37,355","45,073",AR,"7,453","7,150",303,4.1,"41,214",87.5
AR,Desha County,"1,677","3,487","1,772",984,21.2,44,22.4,12.4,AR,"2,780","2,138","3,422",24.3,18.7,29.9,"1,051",752,"1,350",36.1,25.8,46.4,729,496,962,34,23.1,44.9,"36,132","32,994","39,270",AR,"5,427","5,186",241,4.4,"36,132",76.7
AR,Drew County,"1,744","4,150","3,414","2,420",14.9,35.4,29.1,20.6,AR,"3,391","2,670","4,112",19.5,15.4,23.6,"1,036",757,"1,315",27.3,20,34.6,696,470,922,25.7,17.4,34,"42,494","37,937","47,051",AR,"7,847","7,468",379,4.8,"42,494",90.2
AR,Faulkner County,"6,483","22,846","22,986","22,472",8.7,30.5,30.7,30,AR,"18,571","16,158","20,984",15.4,13.4,17.4,"4,850","3,831","5,869",17.2,13.6,20.8,"3,439","2,655","4,223",16.6,12.8,20.4,"53,882","49,233","58,531",AR,"62,050","60,058","1,992",3.2,"53,882",114.4
AR,Fulton County,"1,364","3,282","3,140","1,043",15.4,37.2,35.6,11.8,AR,"2,481","1,951","3,011",20.6,16.2,25,810,597,"1,023",32.8,24.2,41.4,562,401,723,29.9,21.3,38.5,"35,630","31,898","39,362",AR,"4,823","4,632",191,4,"35,630",75.7
AR,Garland County,"8,243","22,357","26,033","14,335",11.6,31.5,36.7,20.2,AR,"19,844","17,419","22,269",20.4,17.9,22.9,"6,872","5,827","7,917",35.4,30,40.8,"4,501","3,658","5,344",32.3,26.2,38.4,"43,610","39,941","47,279",AR,"40,826","39,199","1,627",4,"43,610",92.6
AR,Grant County,"1,065","5,517","3,625","2,287",8.5,44.2,29,18.3,AR,"2,353","1,906","2,800",13.1,10.6,15.6,735,558,912,18.3,13.9,22.7,485,344,626,16,11.4,20.6,"52,050","47,245","56,855",AR,"8,335","8,079",256,3.1,"52,050",110.5
AR,Hempstead County,"2,734","5,317","4,161","2,178",19,36.9,28.9,15.1,AR,"4,424","3,466","5,382",20.6,16.1,25.1,"1,708","1,256","2,160",30.9,22.7,39.1,"1,198",858,"1,538",30.3,21.7,38.9,"38,682","34,621","42,743",AR,"9,951","9,607",344,3.5,"38,682",82.1
AR,Hot Spring County,"3,495","9,489","7,464","3,526",14.6,39.6,31.1,14.7,AR,"5,844","4,762","6,926",18.7,15.2,22.2,"1,937","1,540","2,334",29.7,23.6,35.8,"1,433","1,143","1,723",29.7,23.7,35.7,"47,205","43,747","50,663",AR,"13,967","13,447",520,3.7,"47,205",100.2
AR,Howard County,"1,515","3,312","2,733","1,308",17.1,37.3,30.8,14.7,AR,"2,271","1,777","2,765",17.3,13.5,21.1,933,694,"1,172",27.3,20.3,34.3,650,465,835,26.2,18.8,33.6,"40,199","36,214","44,184",AR,"5,907","5,706",201,3.4,"40,199",85.4
AR,Independence County,"3,577","9,016","7,804","4,754",14.2,35.8,31,18.9,AR,"5,302","4,263","6,341",14.5,11.7,17.3,"1,804","1,283","2,325",20.3,14.4,26.2,"1,191",796,"1,586",18.4,12.3,24.5,"45,596","41,583","49,609",AR,"16,301","15,648",653,4,"45,596",96.8
AR,Izard County,"1,511","3,825","3,393","1,397",14.9,37.8,33.5,13.8,AR,"2,358","1,782","2,934",18.7,14.1,23.3,671,476,866,27.9,19.8,36,468,316,620,25.8,17.4,34.2,"37,828","33,841","41,815",AR,"4,874","4,610",264,5.4,"37,828",80.3
AR,Johnson County,"3,565","7,124","3,860","2,735",20.6,41.2,22.3,15.8,AR,"5,761","4,930","6,592",22.2,19,25.4,"2,173","1,782","2,564",33.5,27.5,39.5,"1,519","1,225","1,813",32.4,26.1,38.7,"39,381","35,824","42,938",AR,"10,401","9,932",469,4.5,"39,381",83.6
AR,Lafayette County,909,"2,055","1,192",821,18.3,41.3,24,16.5,AR,"1,498","1,145","1,851",22.8,17.4,28.2,414,301,527,34.8,25.3,44.3,300,211,389,35.1,24.7,45.5,"35,527","31,666","39,388",AR,"2,492","2,365",127,5.1,"35,527",75.4
AR,Lincoln County,"1,910","5,127","2,259",903,18.7,50.3,22.1,8.9,AR,"2,647","2,031","3,263",27.5,21.1,33.9,602,436,768,27.1,19.6,34.6,423,294,552,25.1,17.4,32.8,"44,951","41,101","48,801",AR,"4,013","3,843",170,4.2,"44,951",95.4
AR,Little River County,"1,041","3,758","2,989","1,003",11.8,42.7,34,11.4,AR,"1,942","1,473","2,411",16,12.1,19.9,651,459,843,24.1,17,31.2,448,301,595,22.7,15.3,30.1,"43,559","39,167","47,951",AR,"5,465","5,182",283,5.2,"43,559",92.5
AR,Logan County,"2,278","6,875","4,284","1,846",14.9,45,28,12.1,AR,"3,950","3,210","4,690",18.6,15.1,22.1,"1,324","1,029","1,619",29.5,22.9,36.1,882,654,"1,110",27.6,20.5,34.7,"41,471","38,313","44,629",AR,"8,744","8,397",347,4,"41,471",88.1
AR,Lonoke County,"5,363","16,675","15,846","9,639",11.3,35.1,33.3,20.3,AR,"8,651","7,133","10,169",11.9,9.8,14,"2,976","2,251","3,701",15.9,12,19.8,"1,998","1,423","2,573",14.5,10.3,18.7,"56,651","51,978","61,324",AR,"34,206","33,131","1,075",3.1,"56,651",120.3
AR,Miller County,"4,170","10,680","9,967","4,934",14,35.9,33.5,16.6,AR,"9,228","7,682","10,774",21.9,18.2,25.6,"3,290","2,601","3,979",32.7,25.9,39.5,"2,321","1,784","2,858",32.2,24.7,39.7,"42,162","37,952","46,372",AR,"19,535","18,602",933,4.8,"42,162",89.5
AR,Mississippi County,"5,305","10,630","8,066","3,521",19.3,38.6,29.3,12.8,AR,"10,325","8,705","11,945",25.7,21.7,29.7,"3,782","2,983","4,581",35.9,28.3,43.5,"2,658","2,044","3,272",35,26.9,43.1,"36,718","33,226","40,210",AR,"17,358","16,386",972,5.6,"36,718",78
AR,Nevada County,787,"2,605","1,644",916,13.2,43.8,27.6,15.4,AR,"1,738","1,336","2,140",21.3,16.4,26.2,558,397,719,30,21.3,38.7,386,260,512,28.1,18.9,37.3,"37,626","33,977","41,275",AR,"3,649","3,524",125,3.4,"37,626",79.9
AR,Newton County,994,"2,338","1,468",927,17.4,40.8,25.6,16.2,AR,"1,340",967,"1,713",17.4,12.6,22.2,483,344,622,32.9,23.4,42.4,339,229,449,31.1,21,41.2,"36,078","32,179","39,977",AR,"3,305","3,195",110,3.3,"36,078",76.6
AR,Ouachita County,"2,412","6,958","4,675","2,671",14.4,41.6,28,16,AR,"5,410","4,491","6,329",23.3,19.3,27.3,"1,699","1,299","2,099",32.7,25,40.4,"1,098",790,"1,406",28.4,20.4,36.4,"37,624","33,912","41,336",AR,"9,767","9,323",444,4.5,"37,624",79.9
AR,Phillips County,"2,665","3,709","4,236","1,729",21.6,30.1,34.3,14,AR,"6,301","5,066","7,536",35.4,28.5,42.3,"2,189","1,586","2,792",47.9,34.7,61.1,"1,451",977,"1,925",45.5,30.6,60.4,"29,945","26,676","33,214",AR,"6,580","6,185",395,6,"29,945",63.6
AR,Poinsett County,"3,161","7,228","4,289","1,643",19.4,44.3,26.3,10.1,AR,"5,592","4,676","6,508",23.7,19.8,27.6,"1,993","1,565","2,421",35.2,27.6,42.8,"1,340",999,"1,681",33.2,24.8,41.6,"37,370","33,603","41,137",AR,"10,141","9,756",385,3.8,"37,370",79.4
AR,Polk County,"2,166","5,275","4,789","1,872",15.4,37.4,34,13.3,AR,"3,962","3,142","4,782",20,15.9,24.1,"1,333",955,"1,711",29.7,21.3,38.1,920,628,"1,212",27.9,19.1,36.7,"39,048","35,800","42,296",AR,"8,074","7,745",329,4.1,"39,048",82.9
AR,Pope County,"6,117","14,318","11,064","8,860",15.2,35.5,27.4,22,AR,"9,647","7,890","11,404",16,13.1,18.9,"2,910","2,154","3,666",20.4,15.1,25.7,"1,946","1,360","2,532",19,13.3,24.7,"45,788","42,075","49,501",AR,"29,014","27,739","1,275",4.4,"45,788",97.2
AR,Prairie County,"1,062","2,390","1,617",903,17.8,40,27.1,15.1,AR,"1,254",955,"1,553",15.8,12,19.6,384,274,494,24.1,17.2,31,274,185,363,23.6,15.9,31.3,"43,245","38,570","47,920",AR,"3,560","3,424",136,3.8,"43,245",91.8
AR,Pulaski County,"25,441","69,644","80,333","90,726",9.6,26.2,30.2,34.1,AR,"64,312","58,564","70,060",16.7,15.2,18.2,"23,132","20,124","26,140",25.9,22.5,29.3,"15,176","12,781","17,571",23.9,20.1,27.7,"49,957","48,141","51,773",AR,"188,642","182,165","6,477",3.4,"49,957",106.1
AR,St. Francis County,"3,550","7,120","5,723","1,947",19.4,38.8,31.2,10.6,AR,"7,586","6,246","8,926",35.6,29.3,41.9,"2,425","1,867","2,983",46,35.4,56.6,"1,668","1,238","2,098",45.1,33.5,56.7,"33,257","30,167","36,347",AR,"8,294","7,876",418,5,"33,257",70.6
AR,Saline County,"7,790","25,636","26,748","21,234",9.6,31.5,32.9,26.1,AR,"11,695","9,948","13,442",9.7,8.2,11.2,"3,606","2,725","4,487",13,9.8,16.2,"2,464","1,780","3,148",11.9,8.6,15.2,"63,677","59,060","68,294",AR,"58,734","56,950","1,784",3,"63,677",135.2
AR,Scott County,"1,468","2,984","1,858",631,21.1,43,26.8,9.1,AR,"2,054","1,617","2,491",20.2,15.9,24.5,700,506,894,30.1,21.8,38.4,475,335,615,27.2,19.2,35.2,"35,826","32,146","39,506",AR,"4,393","4,235",158,3.6,"35,826",76.1
AR,Searcy County,902,"2,622","1,562",728,15.5,45.1,26.9,12.5,AR,"1,912","1,496","2,328",24.3,19,29.6,558,398,718,34.9,24.9,44.9,392,265,519,33.4,22.6,44.2,"31,659","28,548","34,770",AR,"2,928","2,802",126,4.3,"31,659",67.2
AR,Sebastian County,"14,230","27,083","26,577","16,641",16.8,32,31.4,19.7,AR,"19,527","16,853","22,201",15.6,13.5,17.7,"6,870","5,562","8,178",23,18.6,27.4,"4,487","3,412","5,562",20.8,15.8,25.8,"46,843","44,583","49,103",AR,"56,858","54,852","2,006",3.5,"46,843",99.5
AR,Sevier County,"2,752","3,859","2,858","1,232",25.7,36.1,26.7,11.5,AR,"3,402","2,691","4,113",20.1,15.9,24.3,"1,416","1,052","1,780",29.5,21.9,37.1,"1,015",746,"1,284",29.3,21.5,37.1,"44,100","41,376","46,824",AR,"5,601","5,347",254,4.5,"44,100",93.6
AR,Sharp County,"2,027","5,176","3,734","1,397",16.4,42,30.3,11.3,AR,"3,541","2,714","4,368",20.7,15.9,25.5,"1,205",864,"1,546",34.4,24.7,44.1,838,570,"1,106",32.5,22.1,42.9,"36,032","33,176","38,888",AR,"5,788","5,514",274,4.7,"36,032",76.5
AR,Stone County,"1,869","3,323","2,790","1,173",20.4,36.3,30.5,12.8,AR,"2,497","1,942","3,052",20.3,15.8,24.8,776,561,991,33,23.9,42.1,555,382,728,31.5,21.7,41.3,"34,009","30,296","37,722",AR,"4,793","4,579",214,4.5,"34,009",72.2
AR,Union County,"4,129","9,543","7,769","5,638",15.2,35.2,28.7,20.8,AR,"7,000","5,571","8,429",18.2,14.5,21.9,"2,339","1,702","2,976",25.1,18.3,31.9,"1,597","1,101","2,093",23.7,16.3,31.1,"45,335","40,818","49,852",AR,"15,983","15,113",870,5.4,"45,335",96.3
AR,Van Buren County,"1,741","5,387","3,412","1,730",14.2,43.9,27.8,14.1,AR,"2,685","2,045","3,325",16.4,12.5,20.3,873,615,"1,131",26.9,19,34.8,616,413,819,25.2,16.9,33.5,"40,486","37,280","43,692",AR,"5,891","5,583",308,5.2,"40,486",86
AR,White County,"7,454","19,564","13,034","10,878",14.6,38.4,25.6,21.4,AR,"12,505","10,429","14,581",16.6,13.8,19.4,"3,988","3,107","4,869",22.4,17.4,27.4,"2,708","1,994","3,422",20.6,15.2,26,"44,811","41,096","48,526",AR,"33,643","32,189","1,454",4.3,"44,811",95.2
AR,Woodruff County,943,"2,008","1,202",569,20,42.5,25.5,12,AR,"1,509","1,140","1,878",23.7,17.9,29.5,510,363,657,36.4,25.9,46.9,358,245,471,35,23.9,46.1,"34,306","30,572","38,040",AR,"2,804","2,673",131,4.7,"34,306",72.8
