State,Area_name,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
FL,"Hardee County, FL","8,797","8,332",465,5.3,"39,169",70.7
FL,"Hendry County, FL","15,609","14,639",970,6.2,"44,391",80.1
FL,"Hernando County, FL","70,560","67,306","3,254",4.6,"45,884",82.8
FL,"Highlands County, FL","36,444","34,647","1,797",4.9,"39,994",72.1
FL,"Hillsborough County, FL","735,639","710,221","25,418",3.5,"58,361",105.3
FL,"Holmes County, FL","6,877","6,601",276,4.0,"38,040",68.6
FL,"Indian River County, FL","64,872","62,028","2,844",4.4,"58,228",105.0
FL,"Jackson County, FL","17,221","16,520",701,4.1,"39,545",71.3
FL,"Jefferson County, FL","5,564","5,351",213,3.8,"46,332",83.6
FL,"Lafayette County, FL","2,825","2,728",97,3.4,"42,689",77.0
FL,"Lake County, FL","155,380","149,768","5,612",3.6,"52,447",94.6
FL,"Lee County, FL","340,936","329,035","11,901",3.5,"56,343",101.6
FL,"Leon County, FL","153,740","148,467","5,273",3.4,"51,046",92.1
FL,"Levy County, FL","16,794","16,132",662,3.9,"39,037",70.4
FL,"Liberty County, FL","2,611","2,507",104,4.0,"40,814",73.6
FL,"Madison County, FL","7,283","6,994",289,4.0,"38,249",69.0
FL,"Manatee County, FL","177,851","171,675","6,176",3.5,"59,587",107.5
FL,"Marion County, FL","135,616","129,674","5,942",4.4,"44,517",80.3
FL,"Martin County, FL","72,776","70,156","2,620",3.6,"61,592",111.1
FL,"Miami-Dade County, FL","1,362,691","1,315,474","47,217",3.5,"52,043",93.9
FL,"Monroe County, FL","45,069","43,899","1,170",2.6,"67,094",121.0
FL,"Nassau County, FL","40,458","39,138","1,320",3.3,"66,898",120.7
FL,"Okaloosa County, FL","95,157","92,257","2,900",3.0,"62,779",113.3
FL,"Okeechobee County, FL","17,692","17,027",665,3.8,"42,258",76.2
FL,"Orange County, FL","745,550","721,134","24,416",3.3,"58,037",104.7
FL,"Osceola County, FL","180,406","173,698","6,708",3.7,"50,473",91.1
FL,"Palm Beach County, FL","726,179","699,716","26,463",3.6,"61,735",111.4
FL,"Pasco County, FL","233,273","224,130","9,143",3.9,"53,788",97.0
FL,"Pinellas County, FL","484,489","468,188","16,301",3.4,"52,226",94.2
FL,"Polk County, FL","298,486","285,973","12,513",4.2,"51,354",92.6
FL,"Putnam County, FL","26,723","25,403","1,320",4.9,"39,578",71.4
FL,"St. Johns County, FL","130,005","126,180","3,825",2.9,"81,925",147.8
FL,"St. Lucie County, FL","142,566","136,183","6,383",4.5,"53,377",96.3
FL,"Santa Rosa County, FL","81,240","78,497","2,743",3.4,"69,541",125.5
FL,"Sarasota County, FL","186,958","180,505","6,453",3.5,"61,652",111.2
FL,"Seminole County, FL","249,896","241,721","8,175",3.3,"67,187",121.2
FL,"Sumter County, FL","31,285","29,649","1,636",5.2,"55,324",99.8
FL,"Suwannee County, FL","18,150","17,469",681,3.8,"38,525",69.5
FL,"Taylor County, FL","8,649","8,314",335,3.9,"42,307",76.3
FL,"Union County, FL","4,608","4,457",151,3.3,"45,906",82.8
FL,"Volusia County, FL","252,444","242,811","9,633",3.8,"50,285",90.7
FL,"Wakulla County, FL","14,724","14,254",470,3.2,"58,203",105.0
FL,"Walton County, FL","30,972","29,984",988,3.2,"60,973",110.0
FL,"Washington County, FL","9,746","9,363",383,3.9,"39,225",70.8
GA,Georgia,"5,080,472","4,880,038","200,434",3.9,"58,634",100.0
GA,"Appling County, GA","9,003","8,616",387,4.3,"42,781",73.0
GA,"Atkinson County, GA","4,334","4,182",152,3.5,"36,779",62.7
GA,"Bacon County, GA","5,007","4,818",189,3.8,"38,775",66.1
GA,"Baker County, GA","1,157","1,096",61,5.3,"38,288",65.3
GA,"Baldwin County, GA","17,583","16,715",868,4.9,"42,727",72.9
GA,"Banks County, GA","9,492","9,194",298,3.1,"55,384",94.5
GA,"Barrow County, GA","39,906","38,596","1,310",3.3,"61,413",104.7
GA,"Bartow County, GA","49,962","48,075","1,887",3.8,"57,409",97.9
GA,"Ben Hill County, GA","5,453","5,133",320,5.9,"35,020",59.7
GA,"Berrien County, GA","7,431","7,122",309,4.2,"39,412",67.2
GA,"Bibb County, GA","68,732","65,631","3,101",4.5,"41,390",70.6
GA,"Bleckley County, GA","4,587","4,323",264,5.8,"46,019",78.5
GA,"Brantley County, GA","7,329","7,002",327,4.5,"41,874",71.4
GA,"Brooks County, GA","6,929","6,656",273,3.9,"36,354",62.0
GA,"Bryan County, GA","18,232","17,618",614,3.4,"79,658",135.9
GA,"Bulloch County, GA","36,878","35,309","1,569",4.3,"43,766",74.6
GA,"Burke County, GA","9,215","8,656",559,6.1,"42,785",73.0
GA,"Butts County, GA","10,636","10,204",432,4.1,"48,831",83.3
GA,"Calhoun County, GA","2,233","2,139",94,4.2,"33,393",57.0
GA,"Camden County, GA","20,799","19,929",870,4.2,"56,555",96.5
GA,"Candler County, GA","5,320","5,139",181,3.4,"35,841",61.1
GA,"Carroll County, GA","54,655","52,470","2,185",4.0,"52,502",89.5
GA,"Catoosa County, GA","33,304","32,173","1,131",3.4,"55,807",95.2
GA,"Charlton County, GA","4,782","4,576",206,4.3,"40,499",69.1
GA,"Chatham County, GA","139,311","134,128","5,183",3.7,"54,165",92.4
GA,"Chattahoochee County, GA","2,024","1,913",111,5.5,"46,869",79.9
GA,"Chattooga County, GA","10,441","10,016",425,4.1,"39,513",67.4
GA,"Cherokee County, GA","134,188","130,011","4,177",3.1,"82,733",141.1
GA,"Clarke County, GA","60,536","58,133","2,403",4.0,"42,112",71.8
GA,"Clay County, GA",844,781,63,7.5,"30,239",51.6
GA,"Clayton County, GA","136,452","129,776","6,676",4.9,"46,059",78.6
GA,"Clinch County, GA","2,747","2,623",124,4.5,"37,593",64.1
GA,"Cobb County, GA","420,300","405,949","14,351",3.4,"78,603",134.1
GA,"Coffee County, GA","18,725","17,886",839,4.5,"39,480",67.3
GA,"Colquitt County, GA","21,425","20,623",802,3.7,"38,633",65.9
GA,"Columbia County, GA","75,301","72,695","2,606",3.5,"82,184",140.2
GA,"Cook County, GA","7,807","7,513",294,3.8,"38,827",66.2
GA,"Coweta County, GA","73,745","71,217","2,528",3.4,"70,974",121.0
GA,"Crawford County, GA","5,664","5,429",235,4.1,"48,004",81.9
GA,"Crisp County, GA","9,349","8,898",451,4.8,"36,096",61.6
GA,"Dade County, GA","8,174","7,876",298,3.6,"48,779",83.2
GA,"Dawson County, GA","12,194","11,789",405,3.3,"68,835",117.4
GA,"Decatur County, GA","11,434","10,902",532,4.7,"38,441",65.6
GA,"DeKalb County, GA","395,355","379,404","15,951",4.0,"63,477",108.3
GA,"Dodge County, GA","7,126","6,758",368,5.2,"35,636",60.8
GA,"Dooly County, GA","5,095","4,858",237,4.7,"37,278",63.6
GA,"Dougherty County, GA","38,394","36,337","2,057",5.4,"38,806",66.2
GA,"Douglas County, GA","72,492","69,493","2,999",4.1,"60,512",103.2
GA,"Early County, GA","4,510","4,303",207,4.6,"34,984",59.7
GA,"Echols County, GA","1,908","1,847",61,3.2,"38,667",65.9
GA,"Effingham County, GA","30,787","29,785","1,002",3.3,"65,793",112.2
GA,"Elbert County, GA","7,790","7,417",373,4.8,"39,681",67.7
GA,"Emanuel County, GA","8,284","7,795",489,5.9,"37,574",64.1
GA,"Evans County, GA","4,881","4,701",180,3.7,"37,319",63.6
GA,"Fannin County, GA","11,230","10,786",444,4.0,"43,439",74.1
GA,"Fayette County, GA","57,325","55,327","1,998",3.5,"95,021",162.1
GA,"Floyd County, GA","44,146","42,261","1,885",4.3,"44,906",76.6
GA,"Forsyth County, GA","120,607","116,807","3,800",3.2,"105,921",180.6
GA,"Franklin County, GA","9,973","9,592",381,3.8,"42,904",73.2
GA,"Fulton County, GA","551,054","528,836","22,218",4.0,"70,808",120.8
GA,"Gilmer County, GA","11,927","11,428",499,4.2,"47,757",81.4
GA,"Glascock County, GA","1,281","1,228",53,4.1,"42,820",73.0
GA,"Glynn County, GA","39,741","38,277","1,464",3.7,"53,906",91.9
GA,"Gordon County, GA","27,362","26,310","1,052",3.8,"49,101",83.7
GA,"Grady County, GA","10,591","10,184",407,3.8,"41,002",69.9
GA,"Greene County, GA","7,001","6,703",298,4.3,"54,016",92.1
GA,"Gwinnett County, GA","484,335","467,318","17,017",3.5,"72,008",122.8
GA,"Habersham County, GA","19,318","18,598",720,3.7,"51,829",88.4
GA,"Hall County, GA","101,542","98,304","3,238",3.2,"61,631",105.1
GA,"Hancock County, GA","2,455","2,309",146,5.9,"31,716",54.1
GA,"Haralson County, GA","12,428","11,950",478,3.8,"47,662",81.3
GA,"Harris County, GA","16,785","16,216",569,3.4,"74,686",127.4
GA,"Hart County, GA","11,661","11,238",423,3.6,"47,171",80.4
GA,"Heard County, GA","5,191","4,990",201,3.9,"46,218",78.8
GA,"Henry County, GA","114,216","109,509","4,707",4.1,"72,970",124.4
GA,"Houston County, GA","69,830","67,030","2,800",4.0,"60,728",103.6
GA,"Irwin County, GA","3,304","3,118",186,5.6,"38,156",65.1
GA,"Jackson County, GA","36,179","35,069","1,110",3.1,"68,984",117.7
GA,"Jasper County, GA","6,858","6,618",240,3.5,"51,241",87.4
GA,"Jeff Davis County, GA","6,047","5,754",293,4.8,"37,211",63.5
GA,"Jefferson County, GA","6,674","6,321",353,5.3,"38,274",65.3
GA,"Jenkins County, GA","3,164","2,995",169,5.3,"31,419",53.6
GA,"Johnson County, GA","4,076","3,916",160,3.9,"34,849",59.4
GA,"Jones County, GA","13,836","13,333",503,3.6,"55,737",95.1
GA,"Lamar County, GA","8,168","7,791",377,4.6,"48,323",82.4
GA,"Lanier County, GA","3,771","3,603",168,4.5,"41,564",70.9
GA,"Laurens County, GA","19,344","18,417",927,4.8,"42,114",71.8
GA,"Lee County, GA","14,725","14,200",525,3.6,"66,090",112.7
GA,"Liberty County, GA","25,717","24,622","1,095",4.3,"47,685",81.3
GA,"Lincoln County, GA","3,579","3,404",175,4.9,"46,967",80.1
GA,"Long County, GA","8,006","7,690",316,3.9,"46,428",79.2
GA,"Lowndes County, GA","51,501","49,411","2,090",4.1,"41,820",71.3
GA,"Lumpkin County, GA","16,628","16,037",591,3.6,"55,583",94.8
GA,"McDuffie County, GA","8,873","8,379",494,5.6,"42,768",72.9
GA,"McIntosh County, GA","6,220","5,973",247,4.0,"42,513",72.5
GA,"Macon County, GA","4,673","4,384",289,6.2,"32,868",56.1
GA,"Madison County, GA","13,610","13,131",479,3.5,"51,338",87.6
GA,"Marion County, GA","3,353","3,180",173,5.2,"39,114",66.7
GA,"Meriwether County, GA","8,817","8,376",441,5.0,"38,886",66.3
GA,"Miller County, GA","2,755","2,654",101,3.7,"42,483",72.5
GA,"Mitchell County, GA","8,324","7,876",448,5.4,"36,788",62.7
GA,"Monroe County, GA","13,121","12,644",477,3.6,"59,362",101.2
GA,"Montgomery County, GA","3,837","3,617",220,5.7,"41,834",71.3
GA,"Morgan County, GA","9,142","8,816",326,3.6,"57,978",98.9
GA,"Murray County, GA","15,904","15,064",840,5.3,"46,810",79.8
GA,"Muscogee County, GA","78,351","74,367","3,984",5.1,"46,628",79.5
GA,"Newton County, GA","51,666","49,358","2,308",4.5,"56,598",96.5
GA,"Oconee County, GA","19,976","19,387",589,2.9,"99,497",169.7
GA,"Oglethorpe County, GA","7,086","6,825",261,3.7,"51,105",87.2
GA,"Paulding County, GA","84,923","82,010","2,913",3.4,"73,309",125.0
GA,"Peach County, GA","11,793","11,184",609,5.2,"46,525",79.3
GA,"Pickens County, GA","15,108","14,574",534,3.5,"65,062",111.0
GA,"Pierce County, GA","8,675","8,348",327,3.8,"44,389",75.7
GA,"Pike County, GA","8,811","8,495",316,3.6,"66,901",114.1
GA,"Polk County, GA","18,444","17,671",773,4.2,"43,679",74.5
GA,"Pulaski County, GA","4,017","3,842",175,4.4,"40,582",69.2
GA,"Putnam County, GA","8,211","7,804",407,5.0,"51,205",87.3
GA,"Quitman County, GA",821,775,46,5.6,"33,908",57.8
GA,"Rabun County, GA","7,080","6,798",282,4.0,"44,213",75.4
GA,"Randolph County, GA","2,468","2,331",137,5.6,"28,298",48.3
GA,"Richmond County, GA","85,448","81,021","4,427",5.2,"40,168",68.5
GA,"Rockdale County, GA","44,312","42,360","1,952",4.4,"59,673",101.8
GA,"Schley County, GA","2,183","2,083",100,4.6,"45,378",77.4
GA,"Screven County, GA","5,255","4,972",283,5.4,"39,048",66.6
GA,"Seminole County, GA","3,026","2,865",161,5.3,"36,869",62.9
GA,"Spalding County, GA","28,417","27,079","1,338",4.7,"43,510",74.2
GA,"Stephens County, GA","10,892","10,395",497,4.6,"45,850",78.2
GA,"Stewart County, GA","2,353","2,240",113,4.8,"33,053",56.4
GA,"Sumter County, GA","12,629","11,880",749,5.9,"37,562",64.1
GA,"Talbot County, GA","2,817","2,676",141,5.0,"37,265",63.6
GA,"Taliaferro County, GA",565,535,30,5.3,"34,090",58.1
GA,"Tattnall County, GA","9,630","9,226",404,4.2,"41,440",70.7
GA,"Taylor County, GA","2,768","2,589",179,6.5,"36,310",61.9
GA,"Telfair County, GA","4,333","4,043",290,6.7,"34,297",58.5
GA,"Terrell County, GA","3,553","3,316",237,6.7,"35,290",60.2
GA,"Thomas County, GA","16,783","15,999",784,4.7,"41,642",71.0
GA,"Tift County, GA","19,241","18,474",767,4.0,"45,680",77.9
GA,"Toombs County, GA","11,799","11,115",684,5.8,"37,148",63.4
GA,"Towns County, GA","3,890","3,672",218,5.6,"45,853",78.2
GA,"Treutlen County, GA","2,692","2,536",156,5.8,"35,069",59.8
GA,"Troup County, GA","36,464","35,125","1,339",3.7,"45,234",77.1
GA,"Turner County, GA","3,156","2,997",159,5.0,"33,261",56.7
GA,"Twiggs County, GA","2,906","2,735",171,5.9,"42,054",71.7
GA,"Union County, GA","10,272","9,896",376,3.7,"45,943",78.4
GA,"Upson County, GA","11,308","10,813",495,4.4,"40,965",69.9
GA,"Walker County, GA","31,113","29,917","1,196",3.8,"43,767",74.6
GA,"Walton County, GA","45,479","43,862","1,617",3.6,"65,416",111.6
GA,"Ware County, GA","15,489","14,883",606,3.9,"38,357",65.4
GA,"Warren County, GA","2,738","2,603",135,4.9,"38,352",65.4
GA,"Washington County, GA","7,107","6,752",355,5.0,"39,444",67.3
GA,"Wayne County, GA","11,334","10,807",527,4.6,"44,607",76.1
GA,"Webster County, GA",993,931,62,6.2,"38,187",65.1
GA,"Wheeler County, GA","1,657","1,536",121,7.3,"32,691",55.8
GA,"White County, GA","16,072","15,585",487,3.0,"51,579",88.0
GA,"Whitfield County, GA","44,754","42,628","2,126",4.8,"47,074",80.3
GA,"Wilcox County, GA","2,665","2,526",139,5.2,"35,961",61.3
GA,"Wilkes County, GA","3,802","3,626",176,4.6,"39,361",67.1
GA,"Wilkinson County, GA","3,822","3,653",169,4.4,"41,036",70.0
GA,"Worth County, GA","8,898","8,503",395,4.4,"48,708",83.1
HI,Hawaii,"675,184","658,256","16,928",2.5,"80,527",100.0
HI,"Hawaii County, HI","92,451","89,660","2,791",3.0,"56,383",70.0
HI,"Honolulu County/city, HI","458,052","446,999","11,053",2.4,"83,695",103.9
HI,"Kauai County, HI","36,599","35,672",927,2.5,"73,981",91.9
HI,"Maui County, HI","88,083","85,925","2,158",2.4,"78,503",97.5
ID,Idaho,"857,207","832,286","24,921",2.9,"55,524",100.0
ID,"Ada County, ID","244,766","238,575","6,191",2.5,"66,827",120.4
ID,"Adams County, ID","1,719","1,624",95,5.5,"45,311",81.6
ID,"Bannock County, ID","41,733","40,564","1,169",2.8,"51,300",92.4
ID,"Bear Lake County, ID","2,856","2,773",83,2.9,"53,780",96.9
ID,"Benewah County, ID","4,018","3,831",187,4.7,"48,451",87.3
ID,"Bingham County, ID","23,303","22,657",646,2.8,"50,941",91.7
ID,"Blaine County, ID","12,336","12,036",300,2.4,"76,113",137.1
ID,"Boise County, ID","3,388","3,243",145,4.3,"56,837",102.4
ID,"Bonner County, ID","19,675","18,851",824,4.2,"51,373",92.5
ID,"Bonneville County, ID","55,200","53,842","1,358",2.5,"60,444",108.9
ID,"Boundary County, ID","5,265","5,028",237,4.5,"47,118",84.9
ID,"Butte County, ID","1,363","1,318",45,3.3,"50,050",90.1
ID,"Camas County, ID",688,672,16,2.3,"53,866",97.0
ID,"Canyon County, ID","100,631","97,447","3,184",3.2,"53,381",96.1
ID,"Caribou County, ID","3,871","3,761",110,2.8,"61,219",110.3
ID,"Cassia County, ID","11,783","11,516",267,2.3,"51,804",93.3
ID,"Clark County, ID",381,370,11,2.9,"48,471",87.3
ID,"Clearwater County, ID","2,916","2,714",202,6.9,"46,417",83.6
ID,"Custer County, ID","2,186","2,095",91,4.2,"47,682",85.9
ID,"Elmore County, ID","11,402","11,022",380,3.3,"49,344",88.9
ID,"Franklin County, ID","6,871","6,720",151,2.2,"58,170",104.8
ID,"Fremont County, ID","7,776","7,584",192,2.5,"51,155",92.1
ID,"Gem County, ID","8,054","7,769",285,3.5,"49,857",89.8
ID,"Gooding County, ID","8,096","7,898",198,2.4,"51,302",92.4
ID,"Idaho County, ID","6,433","6,128",305,4.7,"40,569",73.1
ID,"Jefferson County, ID","13,611","13,297",314,2.3,"61,927",111.5
ID,"Jerome County, ID","11,977","11,667",310,2.6,"54,020",97.3
ID,"Kootenai County, ID","77,763","74,997","2,766",3.6,"56,188",101.2
ID,"Latah County, ID","20,185","19,674",511,2.5,"49,538",89.2
ID,"Lemhi County, ID","3,508","3,349",159,4.5,"44,248",79.7
ID,"Lewis County, ID","1,620","1,528",92,5.7,"44,911",80.9
ID,"Lincoln County, ID","2,705","2,611",94,3.5,"50,464",90.9
ID,"Madison County, ID","21,641","21,262",379,1.8,"41,827",75.3
ID,"Minidoka County, ID","11,033","10,752",281,2.5,"53,447",96.3
ID,"Nez Perce County, ID","20,961","20,373",588,2.8,"54,476",98.1
ID,"Oneida County, ID","2,331","2,279",52,2.2,"52,602",94.7
ID,"Owyhee County, ID","5,411","5,212",199,3.7,"48,192",86.8
ID,"Payette County, ID","11,553","11,130",423,3.7,"51,835",93.4
ID,"Power County, ID","4,080","3,959",121,3.0,"51,921",93.5
ID,"Shoshone County, ID","5,073","4,776",297,5.9,"36,085",65.0
ID,"Teton County, ID","6,412","6,264",148,2.3,"68,749",123.8
ID,"Twin Falls County, ID","40,660","39,542","1,118",2.7,"51,594",92.9
ID,"Valley County, ID","5,349","5,144",205,3.8,"60,285",108.6
ID,"Washington County, ID","4,628","4,434",194,4.2,"43,402",78.2
IL,Illinois,"6,463,957","6,184,805","279,152",4.3,"65,063",100.0
IL,"Adams County, IL","32,935","31,689","1,246",3.8,"55,174",84.8
IL,"Alexander County, IL","2,070","1,904",166,8.0,"35,249",54.2
IL,"Bond County, IL","7,809","7,474",335,4.3,"54,800",84.2
IL,"Boone County, IL","26,624","25,129","1,495",5.6,"74,507",114.5
IL,"Brown County, IL","2,886","2,812",74,2.6,"55,327",85.0
IL,"Bureau County, IL","17,510","16,659",851,4.9,"56,099",86.2
IL,"Calhoun County, IL","2,332","2,210",122,5.2,"56,099",86.2
IL,"Carroll County, IL","7,484","7,157",327,4.4,"51,963",79.9
IL,"Cass County, IL","6,138","5,867",271,4.4,"52,486",80.7
IL,"Champaign County, IL","108,065","103,473","4,592",4.2,"53,251",81.8
IL,"Christian County, IL","14,822","14,060",762,5.1,"52,936",81.4
IL,"Clark County, IL","7,804","7,409",395,5.1,"54,092",83.1
IL,"Clay County, IL","6,687","6,343",344,5.1,"45,427",69.8
IL,"Clinton County, IL","20,465","19,750",715,3.5,"66,597",102.4
IL,"Coles County, IL","24,227","23,106","1,121",4.6,"47,291",72.7
IL,"Cook County, IL","2,602,134","2,494,216","107,918",4.1,"63,347",97.4
IL,"Crawford County, IL","8,728","8,271",457,5.2,"52,313",80.4
IL,"Cumberland County, IL","6,106","5,867",239,3.9,"60,572",93.1
IL,"DeKalb County, IL","55,294","52,902","2,392",4.3,"63,274",97.3
IL,"De Witt County, IL","7,575","7,200",375,5.0,"55,300",85.0
IL,"Douglas County, IL","10,305","9,895",410,4.0,"56,976",87.6
IL,"DuPage County, IL","508,812","492,484","16,328",3.2,"93,540",143.8
IL,"Edgar County, IL","9,289","8,866",423,4.6,"51,577",79.3
IL,"Edwards County, IL","2,782","2,660",122,4.4,"51,280",78.8
IL,"Effingham County, IL","19,207","18,505",702,3.7,"60,773",93.4
IL,"Fayette County, IL","9,811","9,308",503,5.1,"47,484",73.0
IL,"Ford County, IL","6,441","6,142",299,4.6,"55,357",85.1
IL,"Franklin County, IL","16,908","15,884","1,024",6.1,"42,071",64.7
IL,"Fulton County, IL","15,283","14,355",928,6.1,"51,258",78.8
IL,"Gallatin County, IL","2,444","2,307",137,5.6,"43,330",66.6
IL,"Greene County, IL","6,019","5,732",287,4.8,"47,314",72.7
IL,"Grundy County, IL","25,504","24,284","1,220",4.8,"79,348",122.0
IL,"Hamilton County, IL","4,482","4,288",194,4.3,"53,028",81.5
IL,"Hancock County, IL","8,505","8,115",390,4.6,"53,553",82.3
IL,"Hardin County, IL","1,335","1,234",101,7.6,"41,713",64.1
IL,"Henderson County, IL","3,664","3,486",178,4.9,"53,632",82.4
IL,"Henry County, IL","25,120","23,886","1,234",4.9,"58,042",89.2
IL,"Iroquois County, IL","14,485","13,855",630,4.3,"55,247",84.9
IL,"Jackson County, IL","28,082","26,831","1,251",4.5,"41,445",63.7
IL,"Jasper County, IL","4,617","4,391",226,4.9,"54,552",83.8
IL,"Jefferson County, IL","17,781","16,863",918,5.2,"47,425",72.9
IL,"Jersey County, IL","10,998","10,474",524,4.8,"59,117",90.9
IL,"Jo Daviess County, IL","11,056","10,585",471,4.3,"56,832",87.3
IL,"Johnson County, IL","4,120","3,814",306,7.4,"53,884",82.8
IL,"Kane County, IL","274,172","260,970","13,202",4.8,"79,834",122.7
IL,"Kankakee County, IL","55,566","52,565","3,001",5.4,"53,884",82.8
IL,"Kendall County, IL","68,692","66,235","2,457",3.6,"93,345",143.5
IL,"Knox County, IL","22,181","21,029","1,152",5.2,"44,553",68.5
IL,"Lake County, IL","377,827","361,032","16,795",4.4,"87,336",134.2
IL,"LaSalle County, IL","56,128","52,942","3,186",5.7,"54,063",83.1
IL,"Lawrence County, IL","5,999","5,658",341,5.7,"43,767",67.3
IL,"Lee County, IL","17,937","17,164",773,4.3,"54,915",84.4
IL,"Livingston County, IL","16,675","15,963",712,4.3,"59,323",91.2
IL,"Logan County, IL","12,927","12,336",591,4.6,"52,959",81.4
IL,"McDonough County, IL","13,383","12,731",652,4.9,"42,887",65.9
IL,"McHenry County, IL","165,900","159,952","5,948",3.6,"86,268",132.6
IL,"McLean County, IL","89,103","85,473","3,630",4.1,"67,087",103.1
IL,"Macon County, IL","49,954","47,223","2,731",5.5,"50,684",77.9
IL,"Macoupin County, IL","23,079","21,966","1,113",4.8,"53,409",82.1
IL,"Madison County, IL","134,541","128,575","5,966",4.4,"60,121",92.4
IL,"Marion County, IL","17,872","17,014",858,4.8,"46,096",70.8
IL,"Marshall County, IL","5,437","5,157",280,5.1,"57,422",88.3
IL,"Mason County, IL","6,318","5,949",369,5.8,"48,764",74.9
IL,"Massac County, IL","5,722","5,330",392,6.9,"43,783",67.3
IL,"Menard County, IL","6,599","6,336",263,4.0,"74,872",115.1
IL,"Mercer County, IL","8,142","7,724",418,5.1,"58,384",89.7
IL,"Monroe County, IL","18,788","18,153",635,3.4,"88,481",136.0
IL,"Montgomery County, IL","11,925","11,235",690,5.8,"53,138",81.7
